HOEP,toronto_temp,toronto_humidity,mississauga_temp,mississauga_humidity,brampton_temp,burlington_temp,burlington_humidity,thunderbay_temp,thunderbay_humidity,kingston_temp,kingston_humidity,london_temp,london_humidity,hamilton_temp,hamilton_humidity,Hour,Month,Day,DayOfWeek,IsWeekend,IsHoliday,BusinessHour
8.85,18.2,80.0,18.2,80.0,18.2,21.1,69.0,4.6,100.0,21.5,95.0,17.1,82.0,18.4,86.0,7,9,4,2,0,0,0
27.15,-2.1,39.0,-2.1,39.0,-2.1,-1.5,36.0,3.0,55.0,-3.4,38.0,-0.8,54.0,-1.5,42.0,12,3,23,5,1,0,0
15.94,16.4,67.0,16.4,67.0,16.4,16.8,64.0,9.9,93.0,16.6,69.0,15.0,76.0,14.8,73.0,10,8,31,5,1,0,0
19.56,29.9,49.0,29.9,49.0,29.9,27.7,55.0,16.9,70.0,14.8,88.0,27.9,59.0,27.4,64.0,13,5,25,0,0,0,1
42.28,5.9,79.0,5.9,79.0,5.9,7.2,75.0,6.8,81.0,4.1,90.0,5.8,83.0,6.0,86.0,17,10,28,6,1,0,0
0.0,8.1,48.0,8.1,48.0,8.1,7.9,51.0,-1.1,73.0,3.8,78.0,5.4,62.0,5.9,72.0,17,2,25,6,1,0,0
12.28,19.2,68.0,19.2,68.0,19.2,19.2,65.0,-0.7,98.0,17.0,73.0,17.4,72.0,16.5,80.0,3,10,31,3,0,0,0
18.08,26.5,48.0,26.5,48.0,26.5,26.6,50.0,16.4,78.0,24.9,60.0,25.3,53.0,22.1,65.0,21,9,22,6,1,0,0
5.5,0.5,61.0,0.5,61.0,0.5,2.5,52.0,-10.8,71.0,3.1,60.0,0.0,57.0,0.6,57.0,22,12,6,2,0,0,0
18.51,27.3,66.0,27.3,66.0,27.3,27.4,62.0,5.7,89.0,20.1,90.0,26.9,70.0,27.2,64.0,15,10,9,1,0,0,1
0.0,16.9,70.0,16.9,70.0,16.9,16.1,73.0,13.2,91.0,17.4,78.0,19.2,63.0,19.0,70.0,12,9,27,4,0,0,1
33.35,22.5,49.0,22.5,49.0,22.5,19.1,81.0,26.9,42.0,21.2,62.0,22.6,45.0,19.8,83.0,16,9,27,4,0,0,1
14.92,-1.6,63.0,-1.6,63.0,-1.6,-0.8,60.0,-2.5,40.0,-2.3,69.0,-1.9,72.0,-2.4,73.0,17,2,17,5,1,0,0
13.35,-6.3,78.0,-6.3,78.0,-6.3,-3.3,76.0,-4.1,82.0,-3.9,81.0,-2.8,76.0,-7.8,96.0,4,12,5,2,0,0,0
15.39,4.5,84.0,4.5,84.0,4.5,6.7,74.0,-3.2,97.0,1.5,81.0,1.9,98.0,3.3,85.0,2,10,26,0,0,0,0
3.18,19.4,90.0,19.4,90.0,19.4,19.5,97.0,15.1,95.0,17.6,83.0,19.5,98.0,19.2,99.0,6,6,27,5,1,0,0
-0.01,21.1,62.0,21.1,62.0,21.1,21.5,58.0,0.6,97.0,9.3,84.0,21.0,67.0,20.1,68.0,1,5,3,3,0,0,0
30.45,-0.3,63.0,-0.3,63.0,-0.3,1.0,59.0,-21.9,64.0,1.5,66.0,-2.2,64.0,-1.6,61.0,9,1,28,5,1,0,0
30.69,-10.1,61.0,-10.1,61.0,-10.1,-9.0,69.0,-15.3,55.0,-12.8,50.0,-9.1,68.0,-9.3,79.0,13,1,19,4,0,0,1
0.76,-1.9,86.0,-1.9,86.0,-1.9,0.3,79.0,-0.1,92.0,-4.9,93.0,-3.4,94.0,-2.7,92.0,3,3,26,5,1,0,0
44.32,-1.1,100.0,-1.1,100.0,-1.1,-0.5,100.0,0.9,99.0,0.5,96.0,-1.9,99.0,-2.1,99.0,9,3,16,2,0,0,1
161.3,1.3,67.0,1.3,67.0,1.3,2.0,66.0,-6.7,87.0,2.0,69.0,-0.2,71.0,0.6,71.0,10,2,11,6,1,0,0
-4.28,12.7,81.0,12.7,81.0,12.7,15.0,73.0,6.7,99.0,10.6,80.0,11.4,90.0,12.4,85.0,2,9,15,3,0,0,0
19.5,15.2,72.0,15.2,72.0,15.2,14.9,79.0,10.7,88.0,15.2,99.0,13.2,89.0,15.9,85.0,10,9,12,1,0,0,1
31.79,11.4,45.0,11.4,45.0,11.4,15.0,47.0,8.5,71.0,10.7,59.0,11.5,67.0,9.9,57.0,21,10,12,5,1,0,0
0.0,-3.5,79.0,-3.5,79.0,-3.5,-1.9,71.0,-18.9,87.0,-2.9,82.0,-4.5,68.0,-6.5,86.0,3,12,24,6,1,0,0
36.97,4.3,80.0,4.3,80.0,4.3,5.0,73.0,-1.9,88.0,3.8,93.0,0.1,94.0,2.6,89.0,21,12,30,0,0,0,0
21.55,22.7,70.0,22.7,70.0,22.7,25.9,64.0,17.3,67.0,17.1,89.0,25.3,69.0,22.8,76.0,5,6,22,2,0,0,0
-4.03,17.4,77.0,17.4,77.0,17.4,19.7,78.0,14.8,92.0,17.1,82.0,13.1,99.0,14.7,94.0,4,7,11,5,1,0,0
28.6,-6.8,72.0,-6.8,72.0,-6.8,-6.0,76.0,-8.8,65.0,-5.0,92.0,-8.5,93.0,-8.7,86.0,23,3,1,6,1,0,0
149.68,-1.3,92.0,-1.3,92.0,-1.3,1.4,90.0,-12.6,81.0,-6.3,75.0,0.6,98.0,-0.2,96.0,14,2,7,1,0,0,1
52.03,-2.3,69.0,-2.3,69.0,-2.3,0.1,68.0,-2.9,89.0,-1.2,60.0,-3.9,94.0,-4.3,87.0,5,4,2,5,1,0,0
1.81,16.4,85.0,16.4,85.0,16.4,16.5,82.0,-0.2,82.0,9.0,93.0,12.7,97.0,15.5,92.0,0,4,19,4,0,1,0
13.97,18.4,90.0,18.4,90.0,18.4,19.4,85.0,11.2,99.0,14.9,98.0,15.0,96.0,18.2,90.0,7,7,31,4,0,0,0
15.34,27.3,56.0,27.3,56.0,27.3,29.0,53.0,26.8,58.0,22.7,83.0,26.1,73.0,26.1,61.0,22,7,3,4,0,0,0
34.42,0.9,62.0,0.9,62.0,0.9,1.4,58.0,-5.6,71.0,1.1,91.0,-0.7,71.0,-0.3,78.0,11,12,11,0,0,0,1
20.27,25.1,64.0,25.1,64.0,25.1,22.2,87.0,17.6,100.0,24.5,67.0,23.4,91.0,22.7,95.0,0,7,5,4,0,0,0
11.13,3.7,44.0,3.7,44.0,3.7,3.8,42.0,-4.5,35.0,4.0,72.0,1.3,59.0,3.1,46.0,18,3,21,5,1,0,0
38.49,5.3,76.0,5.3,76.0,5.3,4.8,81.0,1.0,69.0,4.9,66.0,0.9,96.0,2.0,93.0,21,10,24,3,0,0,0
6.77,6.0,79.0,6.0,79.0,6.0,6.9,78.0,-9.7,89.0,6.6,85.0,5.1,90.0,5.8,89.0,9,12,25,4,0,1,0
6.02,23.8,44.0,23.8,44.0,23.8,23.3,54.0,21.0,39.0,22.2,60.0,23.0,58.0,22.6,65.0,14,8,6,6,1,0,0
3.98,17.5,48.0,17.5,48.0,17.5,15.7,77.0,10.8,100.0,14.0,68.0,16.7,59.0,15.5,76.0,8,6,15,3,0,0,1
5.37,8.0,96.0,8.0,96.0,8.0,4.2,96.0,3.1,91.0,4.1,84.0,10.1,100.0,9.7,93.0,13,3,14,0,0,0,1
4.54,28.4,64.0,28.4,64.0,28.4,28.1,56.0,14.0,93.0,22.1,83.0,25.2,71.0,27.6,66.0,12,6,18,6,1,0,0
25.11,-12.8,68.0,-12.8,68.0,-12.8,-9.0,74.0,-21.4,85.0,-17.6,80.0,-6.7,80.0,-8.9,78.0,7,1,20,1,0,0,0
24.09,28.0,46.0,28.0,46.0,28.0,27.5,36.0,13.0,70.0,26.8,44.0,29.3,34.0,28.3,42.0,16,5,25,2,0,0,1
24.32,2.7,71.0,2.7,71.0,2.7,3.7,66.0,-5.5,73.0,2.9,76.0,0.9,71.0,1.8,72.0,0,2,11,6,1,0,0
33.4,22.6,64.0,22.6,64.0,22.6,20.6,78.0,27.5,53.0,21.4,74.0,24.1,67.0,23.8,49.0,14,8,2,2,0,0,1
5.86,12.4,53.0,12.4,53.0,12.4,12.7,49.0,4.5,100.0,9.8,73.0,9.5,63.0,11.0,58.0,10,9,20,6,1,0,0
24.24,28.1,59.0,28.1,59.0,28.1,20.7,83.0,21.0,73.0,26.5,59.0,27.4,61.0,26.4,69.0,13,7,4,3,0,0,1
13.76,12.1,76.0,12.1,76.0,12.1,14.2,69.0,4.7,94.0,8.0,87.0,10.0,94.0,11.0,81.0,2,9,15,3,0,0,0
14.47,14.7,54.0,14.7,54.0,14.7,13.6,51.0,-9.5,61.0,9.0,92.0,8.4,72.0,12.9,52.0,13,12,5,3,0,0,1
14.23,-2.1,78.0,-2.1,78.0,-2.1,-0.5,70.0,-16.9,78.0,0.5,91.0,-5.2,86.0,-2.2,77.0,9,3,27,4,0,0,1
30.95,7.2,100.0,7.2,100.0,7.2,5.2,99.0,3.3,69.0,4.9,98.0,7.5,97.0,5.2,100.0,13,12,28,3,0,0,1
22.97,12.5,54.0,12.5,54.0,12.5,11.9,63.0,1.9,55.0,11.9,56.0,9.2,76.0,11.5,71.0,10,5,27,3,0,0,1
21.97,-13.2,78.0,-13.2,78.0,-13.2,-11.5,85.0,-23.4,82.0,-13.6,80.0,-11.8,81.0,-13.0,85.0,2,2,9,0,0,0,0
38.37,23.9,49.0,23.9,49.0,23.9,18.5,93.0,16.3,89.0,20.8,51.0,24.1,68.0,23.3,79.0,14,8,21,0,0,0,1
2.5,1.9,93.0,1.9,93.0,1.9,3.4,90.0,-5.9,67.0,2.8,91.0,1.6,94.0,1.8,96.0,4,3,17,1,0,0,0
14.35,26.0,64.0,26.0,64.0,26.0,25.0,65.0,20.2,46.0,25.7,83.0,20.1,92.0,23.0,82.0,16,8,4,4,0,0,1
14.34,-7.0,68.0,-7.0,68.0,-7.0,-4.0,75.0,-16.1,76.0,-9.8,56.0,-6.3,75.0,-5.3,81.0,11,2,17,6,1,0,0
26.9,-5.1,72.0,-5.1,72.0,-5.1,-3.1,54.0,-3.9,92.0,-8.8,84.0,-7.3,87.0,-7.6,88.0,20,1,8,4,0,0,0
41.33,29.8,51.0,29.8,51.0,29.8,24.1,74.0,18.5,66.0,22.7,77.0,28.6,59.0,22.3,100.0,15,6,17,0,0,0,1
13.36,4.7,59.0,4.7,59.0,4.7,5.4,58.0,1.6,57.0,4.3,76.0,2.4,87.0,3.8,68.0,13,4,11,2,0,0,1
14.36,-4.5,84.0,-4.5,84.0,-4.5,-2.3,78.0,-13.0,93.0,-11.4,93.0,-6.1,96.0,-5.8,92.0,4,1,10,6,1,0,0
74.59,-8.6,77.0,-8.6,77.0,-8.6,-6.4,75.0,-8.3,80.0,-6.1,81.0,-8.2,80.0,-9.2,80.0,21,1,9,3,0,0,0
34.09,17.8,52.0,17.8,52.0,17.8,18.0,58.0,13.5,67.0,14.2,69.0,16.7,67.0,17.8,59.0,10,6,6,1,0,0,1
10.55,1.3,70.0,1.3,70.0,1.3,2.9,67.0,-8.5,85.0,1.8,56.0,-0.1,77.0,0.0,75.0,3,12,12,6,1,0,0
106.09,-11.7,69.0,-11.7,69.0,-11.7,-9.6,66.0,-20.5,57.0,-7.0,83.0,-12.9,73.0,-11.5,72.0,21,1,15,0,0,0,0
0.64,0.1,61.0,0.1,61.0,0.1,2.8,60.0,1.3,70.0,-2.3,94.0,0.8,64.0,-0.9,82.0,7,4,29,0,0,0,0
24.66,-10.3,69.0,-10.3,69.0,-10.3,-5.7,54.0,-13.1,59.0,-10.9,52.0,-6.3,82.0,-6.1,61.0,13,1,29,4,0,0,1
0.0,23.4,56.0,23.4,56.0,23.4,23.0,58.0,16.2,92.0,20.9,64.0,22.1,60.0,18.5,76.0,2,6,6,6,1,0,0
26.87,22.9,72.0,22.9,72.0,22.9,22.0,88.0,23.6,56.0,22.5,82.0,21.6,81.0,21.1,90.0,22,7,31,1,0,0,0
47.98,-8.5,48.0,-8.5,48.0,-8.5,-8.0,50.0,0.0,74.0,-6.8,34.0,-8.5,53.0,-9.4,56.0,18,3,13,3,0,0,0
26.03,-2.3,62.0,-2.3,62.0,-2.3,-0.9,63.0,-5.0,87.0,-1.5,78.0,-4.9,78.0,-2.2,79.0,5,3,12,0,0,0,0
83.13,4.3,97.0,4.3,97.0,4.3,4.4,90.0,1.1,96.0,1.0,95.0,3.1,93.0,3.0,100.0,3,11,9,3,0,0,0
2.88,22.5,59.0,22.5,59.0,22.5,22.8,64.0,11.8,71.0,19.6,88.0,20.8,68.0,18.4,79.0,6,7,1,4,0,1,0
12.98,-2.8,80.0,-2.8,80.0,-2.8,-0.7,70.0,-8.0,70.0,-0.1,68.0,-3.8,70.0,-3.1,73.0,4,11,30,5,1,0,0
2.34,5.5,60.0,5.5,60.0,5.5,5.4,59.0,0.8,61.0,4.0,65.0,4.2,68.0,5.3,66.0,13,2,8,2,0,0,1
45.0,26.6,35.0,26.6,35.0,26.6,23.8,47.0,16.6,63.0,18.4,77.0,25.1,39.0,24.2,45.0,22,5,31,2,0,0,0
38.03,-5.7,57.0,-5.7,57.0,-5.7,-6.2,51.0,-21.3,59.0,-2.3,46.0,-9.6,57.0,-7.3,54.0,12,12,12,3,0,0,1
18.64,23.9,37.0,23.9,37.0,23.9,23.2,35.0,12.3,50.0,17.7,66.0,21.7,38.0,22.1,43.0,18,5,21,6,1,0,0
25.29,8.1,34.0,8.1,34.0,8.1,6.8,56.0,7.1,38.0,3.7,66.0,7.7,38.0,7.7,38.0,16,3,1,4,0,0,1
15.45,14.1,35.0,14.1,35.0,14.1,12.2,55.0,11.8,53.0,15.4,34.0,16.2,51.0,11.9,53.0,21,5,22,0,0,1,0
22.95,25.2,43.0,25.2,43.0,25.2,19.8,46.0,20.7,60.0,20.7,68.0,19.1,72.0,20.8,58.0,16,6,20,2,0,0,1
21.57,-3.9,62.0,-3.9,62.0,-3.9,-2.0,60.0,-12.2,63.0,-2.6,88.0,-5.2,66.0,-3.7,61.0,9,11,19,5,1,0,0
7.09,-6.1,72.0,-6.1,72.0,-6.1,-5.0,72.0,-17.0,63.0,-6.5,82.0,-7.7,73.0,-7.8,77.0,2,2,28,4,0,0,0
2.92,15.4,82.0,15.4,82.0,15.4,16.5,76.0,3.3,80.0,14.0,90.0,14.5,88.0,14.9,85.0,18,11,2,3,0,0,0
5.93,5.5,52.0,5.5,52.0,5.5,5.2,71.0,-0.8,96.0,4.0,55.0,5.6,52.0,5.4,48.0,7,4,17,6,1,0,0
-1.52,18.4,91.0,18.4,91.0,18.4,18.6,96.0,11.8,91.0,14.8,76.0,20.4,100.0,19.4,99.0,6,7,13,3,0,0,0
17.58,-8.9,72.0,-8.9,72.0,-8.9,-4.7,66.0,-17.7,44.0,-8.7,76.0,-9.8,76.0,-6.8,76.0,18,2,13,3,0,0,0
22.44,-11.8,52.0,-11.8,52.0,-11.8,-9.1,65.0,-22.8,75.0,-13.6,62.0,-8.4,88.0,-9.2,73.0,7,2,9,3,0,0,0
0.0,21.2,85.0,21.2,85.0,21.2,21.0,88.0,14.6,98.0,19.5,91.0,19.1,99.0,18.8,97.0,4,8,18,3,0,0,0
25.61,15.4,92.0,15.4,92.0,15.4,19.1,80.0,20.7,83.0,14.5,97.0,15.6,90.0,15.8,100.0,4,9,20,4,0,0,0
28.23,9.7,100.0,9.7,100.0,9.7,12.6,91.0,-2.5,69.0,9.0,76.0,10.6,96.0,11.0,100.0,23,12,9,5,1,0,0
44.41,25.0,54.0,25.0,54.0,25.0,23.2,75.0,19.3,86.0,22.8,77.0,24.7,65.0,23.9,76.0,11,8,6,4,0,0,1
5.79,16.8,51.0,16.8,51.0,16.8,18.9,54.0,8.8,88.0,16.1,54.0,10.9,85.0,13.8,61.0,2,9,21,2,0,0,0
64.31,25.8,41.0,25.8,41.0,25.8,22.1,79.0,21.9,84.0,27.4,44.0,30.7,34.0,25.8,58.0,17,9,22,4,0,0,1
22.43,9.9,100.0,9.9,100.0,9.9,7.1,100.0,4.1,72.0,12.7,83.0,8.5,96.0,8.3,99.0,13,4,30,6,1,0,0
-4.12,4.1,79.0,4.1,79.0,4.1,6.9,69.0,6.6,68.0,5.8,89.0,0.7,100.0,3.9,81.0,3,10,26,5,1,0,0
16.79,16.9,80.0,16.9,80.0,16.9,16.6,86.0,14.9,99.0,19.1,60.0,19.0,84.0,18.5,88.0,13,9,13,4,0,0,1
21.59,0.9,65.0,0.9,65.0,0.9,2.4,50.0,5.6,75.0,-1.7,71.0,-1.0,69.0,-1.8,60.0,20,11,3,6,1,0,0
14.38,-0.8,67.0,-0.8,67.0,-0.8,1.6,66.0,-4.6,57.0,-0.5,73.0,-1.2,60.0,-0.8,69.0,1,3,20,0,0,0,0
0.0,20.9,86.0,20.9,86.0,20.9,22.7,78.0,18.0,99.0,19.7,92.0,20.4,93.0,18.8,95.0,1,9,22,6,1,0,0
37.54,28.2,61.0,28.2,61.0,28.2,27.6,68.0,19.9,54.0,24.3,84.0,26.0,79.0,25.3,78.0,21,8,17,0,0,0,0
45.51,-7.3,52.0,-7.3,52.0,-7.3,-5.4,43.0,-1.3,94.0,-11.2,61.0,-7.8,56.0,-10.8,73.0,21,11,22,3,0,0,0
12.97,21.6,77.0,21.6,77.0,21.6,22.8,64.0,21.0,57.0,20.9,84.0,19.2,83.0,21.1,72.0,21,7,9,5,1,0,0
-4.26,10.6,57.0,10.6,57.0,10.6,2.0,95.0,3.9,44.0,11.1,58.0,16.5,41.0,10.1,73.0,16,3,27,6,1,0,0
43.37,-3.5,66.0,-3.5,66.0,-3.5,1.1,86.0,-0.9,72.0,-7.4,71.0,-2.0,80.0,-1.4,83.0,4,12,10,5,1,0,0
30.31,-1.3,66.0,-1.3,66.0,-1.3,-0.4,64.0,0.4,72.0,-3.5,67.0,-2.2,71.0,-0.9,69.0,11,2,1,1,0,0,1
45.05,5.0,61.0,5.0,61.0,5.0,5.8,55.0,2.6,68.0,4.1,57.0,5.0,64.0,3.9,62.0,15,11,16,1,0,0,1
13.37,4.2,29.0,4.2,29.0,4.2,0.5,54.0,-2.8,40.0,0.1,44.0,1.4,38.0,1.9,41.0,15,3,21,2,0,0,1
11.26,0.6,88.0,0.6,88.0,0.6,2.5,85.0,-8.1,91.0,0.7,78.0,1.1,88.0,1.1,91.0,0,12,10,2,0,0,0
5.82,0.7,60.0,0.7,60.0,0.7,1.4,60.0,-6.7,90.0,1.2,68.0,-0.3,74.0,-0.3,64.0,20,2,6,5,1,0,0
25.63,3.8,100.0,3.8,100.0,3.8,4.3,98.0,5.5,99.0,0.7,99.0,3.8,96.0,3.7,100.0,3,12,25,0,0,1,0
13.46,23.7,69.0,23.7,69.0,23.7,25.5,73.0,16.1,96.0,22.8,97.0,20.1,99.0,20.8,99.0,5,7,9,3,0,0,0
-3.53,10.1,71.0,10.1,71.0,10.1,11.4,69.0,10.7,32.0,9.7,66.0,8.7,83.0,7.6,85.0,0,5,5,5,1,0,0
42.19,-15.2,67.0,-15.2,67.0,-15.2,-12.8,70.0,-30.9,55.0,-15.3,64.0,-19.8,77.0,-17.4,83.0,0,1,28,0,0,0,0
28.36,22.4,27.0,22.4,27.0,22.4,18.7,66.0,16.4,46.0,21.0,39.0,23.6,28.0,22.8,32.0,17,6,6,1,0,0,1
40.4,-10.6,73.0,-10.6,73.0,-10.6,-10.5,67.0,-9.7,74.0,-14.0,78.0,-12.1,83.0,-12.4,77.0,4,3,1,6,1,0,0
19.4,-4.8,69.0,-4.8,69.0,-4.8,-2.0,69.0,-3.0,91.0,-8.0,85.0,-3.6,81.0,-4.7,85.0,1,12,8,1,0,0,0
44.28,-6.2,65.0,-6.2,65.0,-6.2,-3.3,68.0,-13.8,89.0,-6.6,59.0,-7.3,89.0,-7.7,85.0,8,4,16,2,0,0,1
24.14,5.5,63.0,5.5,63.0,5.5,3.0,78.0,5.7,67.0,3.1,63.0,8.8,77.0,10.5,56.0,14,2,21,1,0,0,1
57.41,4.4,61.0,4.4,61.0,4.4,6.5,58.0,7.3,61.0,6.6,66.0,5.0,66.0,4.8,68.0,18,10,24,2,0,0,0
25.24,-0.8,57.0,-0.8,57.0,-0.8,1.6,57.0,-4.3,86.0,-0.6,62.0,-1.5,74.0,-0.2,66.0,6,3,11,0,0,0,0
36.42,2.2,89.0,2.2,89.0,2.2,3.8,76.0,-3.4,86.0,2.0,97.0,1.0,91.0,1.8,91.0,20,4,16,0,0,0,0
33.26,27.6,50.0,27.6,50.0,27.6,26.7,56.0,21.0,68.0,23.1,83.0,25.5,67.0,26.0,67.0,15,8,4,0,0,0,1
23.82,4.0,53.0,4.0,53.0,4.0,4.0,63.0,-0.7,100.0,2.8,56.0,2.1,80.0,2.9,63.0,8,3,27,1,0,0,1
0.0,23.5,82.0,23.5,82.0,23.5,24.0,76.0,10.6,98.0,23.8,85.0,17.2,91.0,21.8,90.0,8,8,21,6,1,0,0
33.22,25.0,83.0,25.0,83.0,25.0,25.5,88.0,18.0,100.0,24.4,80.0,21.5,94.0,23.4,87.0,2,8,10,1,0,0,0
6.24,27.8,46.0,27.8,46.0,27.8,27.9,45.0,24.7,29.0,24.1,75.0,25.7,73.0,26.7,54.0,18,8,2,6,1,0,0
30.07,-0.6,68.0,-0.6,68.0,-0.6,0.0,68.0,-6.4,65.0,0.0,61.0,-1.4,85.0,-0.8,74.0,16,3,12,6,1,0,0
34.58,-1.4,55.0,-1.4,55.0,-1.4,-0.6,65.0,2.6,85.0,-1.6,51.0,0.0,59.0,-0.3,64.0,11,11,20,0,0,0,1
22.14,18.4,47.0,18.4,47.0,18.4,18.3,46.0,20.9,55.0,17.6,62.0,17.1,55.0,17.9,51.0,14,8,20,1,0,0,1
27.84,4.5,77.0,4.5,77.0,4.5,5.6,77.0,-0.6,41.0,4.0,99.0,3.2,84.0,3.8,98.0,20,3,9,5,1,0,0
-0.75,17.6,70.0,17.6,70.0,17.6,18.9,64.0,11.9,93.0,13.7,91.0,14.5,83.0,15.3,71.0,3,9,22,3,0,0,0
16.69,-4.3,70.0,-4.3,70.0,-4.3,-4.6,68.0,-12.8,84.0,-10.3,70.0,-8.5,76.0,-7.0,75.0,3,1,20,2,0,0,0
19.36,4.0,97.0,4.0,97.0,4.0,4.4,96.0,-8.2,81.0,1.0,98.0,5.9,99.0,5.8,98.0,21,12,16,1,0,0,0
-0.94,19.0,83.0,19.0,83.0,19.0,20.2,78.0,13.7,94.0,15.3,100.0,19.1,84.0,18.7,83.0,6,6,26,2,0,0,0
-3.0,20.4,83.0,20.4,83.0,20.4,22.8,72.0,4.3,100.0,20.2,83.0,20.1,86.0,20.7,84.0,3,10,8,6,1,0,0
24.78,2.2,32.0,2.2,32.0,2.2,3.5,28.0,-3.0,81.0,-0.1,48.0,-0.2,60.0,3.5,43.0,16,1,9,5,1,0,0
13.55,22.6,61.0,22.6,61.0,22.6,22.1,61.0,14.4,84.0,19.7,92.0,22.0,62.0,21.9,66.0,11,6,19,0,0,0,1
94.64,-21.6,47.0,-21.6,47.0,-21.6,-18.0,77.0,-16.9,78.0,-26.3,49.0,-14.5,67.0,-17.2,59.0,1,2,4,5,1,0,0
-2.93,15.8,43.0,15.8,43.0,15.8,14.8,66.0,9.6,100.0,11.6,83.0,14.8,82.0,14.1,67.0,3,5,25,1,0,0,0
3.83,4.2,77.0,4.2,77.0,4.2,7.0,69.0,0.3,81.0,5.2,79.0,4.8,76.0,4.3,82.0,20,11,7,5,1,0,0
0.0,7.8,52.0,7.8,52.0,7.8,8.0,53.0,4.8,78.0,8.4,54.0,8.4,53.0,7.9,53.0,13,10,16,1,0,0,1
32.75,27.0,71.0,27.0,71.0,27.0,26.1,75.0,13.7,68.0,22.9,88.0,26.0,74.0,26.1,81.0,10,7,6,1,0,0,1
10.8,-6.2,69.0,-6.2,69.0,-6.2,-3.9,76.0,-12.1,64.0,-9.5,54.0,-5.9,77.0,-5.4,80.0,12,2,17,6,1,0,0
25.58,26.2,55.0,26.2,55.0,26.2,22.5,85.0,24.2,70.0,25.7,69.0,28.9,51.0,30.1,57.0,19,7,10,2,0,0,0
16.08,1.6,53.0,1.6,53.0,1.6,3.0,65.0,-1.5,72.0,-0.6,67.0,1.4,59.0,0.7,60.0,23,4,4,3,0,0,0
42.0,-3.1,97.0,-3.1,97.0,-3.1,-2.1,95.0,-28.2,74.0,-2.0,87.0,-4.9,90.0,-3.1,94.0,23,2,17,3,0,0,0
59.81,20.3,70.0,20.3,70.0,20.3,13.2,92.0,13.3,97.0,18.0,93.0,19.7,92.0,16.8,83.0,17,6,3,6,1,0,0
-3.0,8.8,79.0,8.8,79.0,8.8,10.3,76.0,-3.1,74.0,13.7,94.0,6.9,87.0,8.5,86.0,4,11,6,0,0,0,0
14.33,-3.0,81.0,-3.0,81.0,-3.0,-1.8,78.0,-16.0,69.0,-1.4,91.0,-3.7,86.0,-3.2,80.0,1,1,16,4,0,0,0
17.64,9.1,72.0,9.1,72.0,9.1,10.6,63.0,7.7,49.0,6.5,92.0,7.3,86.0,8.9,69.0,22,5,3,5,1,0,0
8.79,-10.9,80.0,-10.9,80.0,-10.9,-8.4,77.0,-24.2,77.0,-9.5,75.0,-9.2,83.0,-9.9,78.0,1,3,2,2,0,0,0
-4.07,18.0,93.0,18.0,93.0,18.0,19.7,92.0,11.6,98.0,20.2,96.0,17.8,100.0,17.9,99.0,4,7,11,1,0,0,0
18.63,8.1,92.0,8.1,92.0,8.1,5.6,100.0,6.0,98.0,9.5,93.0,13.4,77.0,5.9,99.0,19,4,12,0,0,0,0
7.43,3.5,85.0,3.5,85.0,3.5,6.6,67.0,-0.1,67.0,6.2,69.0,1.2,96.0,3.2,85.0,20,11,2,5,1,0,0
47.57,17.4,37.0,17.4,37.0,17.4,18.7,30.0,20.0,26.0,16.6,46.0,17.6,42.0,15.6,58.0,21,5,10,5,1,0,0
2.25,9.0,46.0,9.0,46.0,9.0,6.1,75.0,-0.1,94.0,8.8,48.0,6.8,72.0,5.5,73.0,1,4,21,4,0,0,0
5.63,-2.0,76.0,-2.0,76.0,-2.0,-1.1,78.0,-11.1,60.0,-2.2,81.0,-3.2,91.0,-4.0,90.0,2,2,18,6,1,0,0
32.25,24.9,74.0,24.9,74.0,24.9,25.1,70.0,18.7,64.0,25.4,83.0,25.7,69.0,24.7,76.0,20,8,18,1,0,0,0
10.42,16.1,69.0,16.1,69.0,16.1,16.4,70.0,10.3,91.0,14.6,89.0,15.5,70.0,14.9,82.0,8,6,4,5,1,0,0
24.38,0.5,94.0,0.5,94.0,0.5,2.1,83.0,1.8,97.0,-3.4,75.0,0.6,93.0,1.3,100.0,6,12,23,5,1,0,0
10.68,5.2,58.0,5.2,58.0,5.2,5.5,58.0,3.4,49.0,5.6,43.0,4.3,64.0,3.6,70.0,13,11,8,4,0,0,1
14.39,1.4,98.0,1.4,98.0,1.4,2.9,100.0,-0.8,98.0,-1.7,73.0,-0.5,100.0,1.4,100.0,2,12,26,3,0,1,0
7.55,13.4,45.0,13.4,45.0,13.4,14.4,46.0,7.8,66.0,11.6,60.0,12.9,49.0,13.4,54.0,14,11,14,0,0,0,1
55.91,20.3,73.0,20.3,73.0,20.3,17.3,93.0,15.3,100.0,20.8,67.0,21.6,82.0,17.6,96.0,18,10,8,4,0,0,0
14.35,19.2,68.0,19.2,68.0,19.2,19.2,75.0,20.4,94.0,14.7,93.0,15.8,93.0,14.7,95.0,2,7,4,6,1,0,0
5.83,16.7,47.0,16.7,47.0,16.7,17.9,45.0,5.9,96.0,12.3,74.0,14.4,63.0,14.5,56.0,18,11,4,2,0,0,0
58.1,24.7,54.0,24.7,54.0,24.7,24.0,56.0,25.1,45.0,24.3,65.0,22.5,70.0,23.6,58.0,15,7,21,4,0,0,1
14.08,3.1,78.0,3.1,78.0,3.1,4.0,76.0,-1.9,83.0,2.2,91.0,2.3,83.0,2.9,83.0,4,3,26,3,0,0,0
